date_recorded,clip_num,id,annotation_providing_instrument,action,action_taking_instrument,start,clip_duration,performer_id
02-25-2026,Clip2,02-25-2026-Clip2,trombone,initiation,trombone,5:00.275,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,agreement,saxophone,5:11.606,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,initiation,saxophone,8:36.741,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,agreement,trombone,8:38.070,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,initiation,trombone,9:10.038,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,agreement,saxophone,9:13.520,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,initiation,saxophone,9:51.692,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,agreement,trombone,10:14.227,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,initiation,trombone,10:34.674,761.8133333333334,2
02-25-2026,Clip2,02-25-2026-Clip2,trombone,agreement,saxophone,10:37.080,761.8133333333334,2
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,0:01.601,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,0:04.625,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,0:18.415,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,0:20.046,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,saxophone,0:27.985,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,trombone,0:29.870,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,saxophone,0:42.992,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,trombone,0:44.007,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,0:56.308,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,0:57.982,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,2:01.787,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,2:02.846,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,saxophone,2:21.118,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,2:24.587,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,2:28.701,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,3:15.015,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,3:15.129,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,4:00.768,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,4:04.900,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,4:15.185,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,4:15.859,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,saxophone,4:37.120,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,trombone,4:40.484,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,saxophone,5:49.236,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,6:15.973,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,6:17.873,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,7:10.847,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,7:14.782,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,initiation,trombone,7:52.033,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,saxophone,agreement,saxophone,7:52.886,504.78333333333336,3
02-25-2026,Clip3,02-25-2026-Clip3,trombone,initiation,trombone,0:01.634,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,agreement,saxophone,0:04.489,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,initiation,saxophone,0:27.984,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,agreement,trombone,0:29.968,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,initiation,saxophone,3:15.024,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,agreement,trombone,3:19.124,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,initiation,trombone,4:12.717,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,agreement,saxophone,4:15.695,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,initiation,saxophone,5:48.453,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,initiation,trombone,6:15.763,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,agreement,saxophone,6:30.000,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,initiation,trombone,7:49.659,504.78333333333336,2
02-25-2026,Clip3,02-25-2026-Clip3,trombone,agreement,saxophone,7:51.142,504.78333333333336,2
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,00:00.9,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,00:03.4,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,01:24.1,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,01:30.8,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,02:02.0,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,02:04.2,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,03:03.8,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,03:04.7,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,03:49.3,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,03:53.5,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,04:26.5,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,04:28.6,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,04:47.1,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,04:47.6,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,05:11.2,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,saxophone,05:15.6,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,trombone,05:16.5,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,06:37.0,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,06:39.3,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,saxophone,06:44.3,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,trombone,07:07.6,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,initiation,trombone,08:20.0,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,saxophone,agreement,saxophone,08:22.2,568.2,3
02-25-2026,Clip4,02-25-2026-Clip4,trombone,initiation,trombone,0:00.811,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,agreement,saxophone,0:03.336,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,initiation,saxophone,1:24.022,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,agreement,trombone,1:32.750,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,initiation,trombone,2:23.121,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,initiation,trombone,3:03.734,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,agreement,saxophone,3:07.996,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,initiation,trombone,3:51.640,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,agreement,saxophone,3:53.546,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,initiation,trombone,5:11.077,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,agreement,saxophone,5:15.859,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,initiation,saxophone,6:44.274,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,agreement,trombone,7:07.535,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,initiation,saxophone,8:22.024,568.2,2
02-25-2026,Clip4,02-25-2026-Clip4,trombone,agreement,trombone,8:24.546,568.2,2
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,0:01.569,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,0:08.086,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,0:25.649,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,0:26.280,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,0:42.165,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,0:44.397,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,0:53.417,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,0:56.078,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,0:58.806,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,0:59.851,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,1:09.586,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,1:10.976,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,saxophone,1:36.757,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,trombone,1:38.898,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,saxophone,2:01.790,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,trombone,2:06.318,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,3:47.040,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,3:48.739,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,3:59.959,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,4:01.584,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,4:21.447,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,4:23.191,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,4:30.801,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,4:31.555,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,4:42.771,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,4:44.626,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,5:23.906,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,5:25.814,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,5:31.254,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,5:32.580,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,saxophone,5:43.935,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,trombone,5:44.936,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,5:49.766,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,5:51.792,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,initiation,trombone,6:44.827,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,saxophone,agreement,saxophone,6:47.175,429.3,3
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,trombone,0:01.500,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,agreement,saxophone,0:08.000,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,saxophone,0:17.000,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,agreement,trombone,0:18.126,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,saxophone,0:56.024,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,agreement,trombone,0:58.868,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,trombone,1:06.369,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,saxophone,1:06.788,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,saxophone,1:10.887,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,agreement,trombone,1:12.337,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,trombone,3:59.879,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,agreement,saxophone,4:01.636,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,trombone,5:49.641,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,agreement,saxophone,5:51.955,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,initiation,trombone,6:39.809,429.3,2
02-25-2026,Clip5,02-25-2026-Clip5,trombone,agreement,saxophone,6:47.059,429.3,2
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,trombone,0:00.736,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,saxophone,0:05.476,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,trombone,1:07.327,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,saxophone,1:08.644,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,trombone,1:34.804,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,saxophone,1:36.424,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,trombone,2:10.379,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,saxophone,2:12.119,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,saxophone,3:28.117,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,trombone,3:29.770,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,trombone,3:52.252,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,saxophone,3:54.804,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,trombone,4:47.417,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,saxophone,4:48.445,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,trombone,5:32.807,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,saxophone,5:34.137,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,initiation,trombone,6:07.101,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,saxophone,agreement,saxophone,6:09.229,410.1,3
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,trombone,0:01.500,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,agreement,saxophone,0:08.000,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,saxophone,0:17.000,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,agreement,trombone,0:18.126,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,saxophone,0:56.024,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,agreement,trombone,0:58.868,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,trombone,1:06.369,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,saxophone,1:06.788,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,saxophone,1:10.887,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,agreement,trombone,1:12.337,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,trombone,3:59.879,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,agreement,saxophone,4:01.636,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,trombone,5:49.641,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,agreement,saxophone,5:51.955,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,initiation,trombone,6:39.809,410.1,2
02-25-2026,Clip6,02-25-2026-Clip6,trombone,agreement,saxophone,6:47.059,410.1,2
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,0:00.288,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,0:03.496,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,saxophone,0:30.789,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,0:55.012,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,0:55.949,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,1:03.296,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,1:04.210,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,1:45.839,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,1:46.834,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,2:22.920,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,2:27.708,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,saxophone,3:04.880,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,3:08.039,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,3:10.310,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,saxophone,4:06.983,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,trombone,4:11.319,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,4:29.772,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,4:30.363,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,6:11.461,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,6:13.737,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,6:21.869,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,6:23.550,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,saxophone,6:38.542,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,6:39.406,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,saxophone,6:44.936,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,trombone,6:46.250,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,initiation,trombone,6:57.753,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,saxophone,agreement,saxophone,6:58.866,442.65,3
02-25-2026,Clip7,02-25-2026-Clip7,trombone,initiation,trombone,0:00.250,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,agreement,saxophone,0:03.374,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,initiation,saxophone,2:15.978,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,initiation,trombone,3:07.987,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,agreement,saxophone,3:10.337,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,initiation,trombone,3:40.906,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,agreement,saxophone,3:42.351,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,initiation,saxophone,4:30.709,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,agreement,trombone,4:34.833,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,initiation,trombone,5:09.427,442.65,2
02-25-2026,Clip7,02-25-2026-Clip7,trombone,agreement,saxophone,5:17.149,442.65,2
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,trombone,0:00.732,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,agreement,saxophone,0:01.360,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,trombone,0:32.061,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,agreement,saxophone,0:34.191,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,trombone,1:03.965,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,agreement,saxophone,1:05.377,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,trombone,1:27.102,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,agreement,saxophone,1:29.257,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,saxophone,1:39.039,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,agreement,trombone,1:41.274,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,saxophone,2:18.911,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,agreement,trombone,2:20.832,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,saxophone,2:36.637,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,trombone,2:37.988,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,agreement,saxophone,2:39.250,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,initiation,trombone,3:16.820,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,saxophone,agreement,saxophone,3:18.102,259.53333333333336,3
02-25-2026,Clip8,02-25-2026-Clip8,trombone,initiation,trombone,0:00.641,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,initiation,saxophone,0:01.366,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,initiation,trombone,0:04.155,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,agreement,saxophone,0:05.103,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,initiation,trombone,0:08.170,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,agreement,saxophone,0:14.751,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,initiation,trombone,1:03.860,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,agreement,saxophone,1:05.366,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,initiation,saxophone,2:18.847,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,agreement,trombone,2:20.826,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,initiation,saxophone,2:39.176,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,agreement,trombone,2:39.873,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,initiation,trombone,3:16.739,259.53333333333336,2
02-25-2026,Clip8,02-25-2026-Clip8,trombone,agreement,saxophone,3:18.105,259.53333333333336,2
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,trombone,0:01.895,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,agreement,guitar,0:22.500,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,guitar,2:05.095,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,agreement,trombone,2:07.630,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,trombone,2:35.500,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,agreement,guitar,2:36.675,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,guitar,4:07.685,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,agreement,trombone,4:11.805,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,guitar,4:40.540,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,agreement,trombone,4:44.880,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,guitar,6:52.570,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,agreement,trombone,7:07.815,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,trombone,7:45.995,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,agreement,guitar,7:58.135,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,guitar,8:15.195,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,agreement,trombone,8:19.015,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,trombone,8:53.735,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,guitar,initiation,guitar,9:07.355,564.7333333333333,1
03-24-2026,Clip1,03-24-2026-Clip1,trombone,initiation,trombone,0:01.000,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,agreement,guitar,0:22.000,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,initiation,guitar,2:20.500,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,agreement,trombone,2:22.500,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,initiation,guitar,3:36.763,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,agreement,trombone,3:40.007,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,initiation,guitar,4:25.554,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,agreement,trombone,4:28.011,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,initiation,trombone,4:39.152,564.7333333333333,4
03-24-2026,Clip1,03-24-2026-Clip1,trombone,agreement,guitar,4:40.453,564.7333333333333,4
